conversation_id,turn,linguistic_hazard,behavioral_hazard,temporal_hazard,resilience_score,crisis_label
0,1,0.16877255979032288,0.5733497461354753,0.1,0.5404378703828209,0
0,2,0.16165994212478557,0.1075501516890335,0.1,0.5688620603484016,0
0,3,0.21712546711260228,0.21385602630015474,0.1,0.46625370445068737,0
0,4,0.21575688182273697,0.17692793959992728,0.1,0.4073933224755885,0
0,5,0.28286545927766743,0.27844255410134633,0.1,0.3609292491807692,0
0,6,0.2618878635464231,0.09805757188566303,0.2,0.2954921761518736,0
0,7,0.277525939215438,0.308906727871427,0.2,0.305358066153336,0
0,8,0.3558342904570364,0.2755601456618275,0.2,0.25337895347444456,0
1,1,0.1482310779585937,0.09801100252671864,0.1,0.5629095541053325,0
1,2,0.20808039889505314,0.29178582562220173,0.1,0.5614709865885836,0
1,3,0.17931111656796395,0.4114661958533869,0.1,0.5728987940628577,0
1,4,0.15710145042258594,0.14563365400354747,0.1,0.5137879534701949,0
1,5,0.21785760103672175,0.16020001774702236,0.1,0.5061720952112039,0
1,6,0.16690370294666745,0.32894420762061183,0.1,0.4365298829898638,0
1,7,0.21729137260305104,0.27452136453097514,0.1,0.41550175106445897,0
1,8,0.22934742278801337,0.11293331963858236,0.1,0.4333220446695052,0
1,9,0.20472604723199694,0.2371761625419638,0.1,0.34331911599950615,0
1,10,0.25639478877328514,0.09624516671128007,0.1,0.38838784884395955,0
1,11,0.2952201134499472,0.17329727527987526,0.2,0.35496714390106854,0
1,12,0.3010926072761722,0.6281818928514328,0.2,0.33099983419858825,0
1,13,0.3846260454286885,0.2583412799569961,0.2,0.2646790900291792,0
1,14,0.2870045362630571,0.1640564553357773,0.2,0.19979301860820042,0
1,15,0.2992210459396229,0.1677254656543429,0.2,0.2707204716637998,0
2,1,0.14116335089496956,0.19173513772203443,0.1,0.6144101226504933,0
2,2,0.1634079839278228,0.43580332116414594,0.1,0.5195330946813063,0
2,3,0.2717298290123275,0.33406613430394755,0.1,0.43507749522171474,0
2,4,0.17484980788432344,0.479835745865537,0.1,0.4910230950881566,0
2,5,0.25813643719418206,0.30281352460490074,0.1,0.38280638153851654,0
2,6,0.20538637847830427,0.052897264407406976,0.1,0.3607347503611726,0
2,7,0.3087357514245716,0.5096621494606223,0.2,0.34921559970085847,0
2,8,0.3990100218220218,0.4552325047221421,0.2,0.3750721749280538,0
2,9,0.34102403933586994,0.31427512472720937,0.2,0.2821663397344522,0
3,1,0.11897467589476567,0.14822654435051485,0.1,0.6052738627407659,0
3,2,0.03595293340998734,0.39112548551457166,0.1,0.5294476741188054,0
3,3,0.20348743481010834,0.113599731799424,0.1,0.5693686604959993,0
3,4,0.20382884877327323,0.5500984654156941,0.1,0.5044325318712534,0
3,5,0.20498251407653173,0.10727219721424887,0.1,0.5592268459486989,0
3,6,0.1727224478566744,0.2740445466451912,0.1,0.4987542195059501,0
3,7,0.19816119272820418,0.18117994317069214,0.1,0.3850664901701578,0
3,8,0.2100031149377744,0.4173762649660433,0.1,0.320244255551683,0
3,9,0.2182376441541911,0.6754860004816852,0.1,0.3747700852393332,0
3,10,0.37874257452797194,0.09519518034429576,0.2,0.3119614272077258,0
3,11,0.30484731331265946,0.09803962290607376,0.2,0.276079792905203,0
3,12,0.35434615689648774,0.379581778487181,0.2,0.2769272965776476,0
3,13,0.3139220983228576,0.13286796312153784,0.2,0.3286677451237621,0
4,1,0.07967354404788794,0.39184465138624847,0.1,0.6257836887837913,0
4,2,0.1933092522048358,0.10313299175986462,0.1,0.5442149701215869,0
4,3,0.2007079395378784,0.13642651941655612,0.1,0.5263927808921628,0
4,4,0.25000209165685766,0.5349037096546614,0.1,0.6040145695317386,0
4,5,0.19977751798948723,0.40201427167781845,0.1,0.4803360149116179,0
4,6,0.3767669356173009,0.24787248292333505,0.1,0.5636673145436837,0
4,7,0.3690084814663267,0.3824800733370572,0.1,0.5053615496709192,0
4,8,0.32343776002072727,0.37517806759442723,0.1,0.47283756708362185,0
4,9,0.5086793667058694,0.38227068334603564,0.1,0.3887918902346274,0
4,10,0.5285025981344244,0.48446557454412287,0.1,0.3332896395897671,0
4,11,0.45467828024781803,0.2560653146345477,0.1,0.3887477482162189,0
4,12,0.5271310904263348,0.6046215741333603,0.2,0.3824864926102559,1
4,13,0.47974380943906747,0.39428615871192335,0.2,0.37304112567478115,1
4,14,0.6475412248582755,0.27347695300348757,0.2,0.3043882718703353,1
4,15,0.6217856380832644,0.4473354091321234,0.2,0.36524924797118397,1
4,16,0.627526470912313,0.1078420704249405,0.2,0.3370362648159671,1
4,17,0.7428396991283263,0.20421040713968647,0.2,0.1498238853966743,1
5,1,0.09794836178549204,0.47621905494874495,0.1,0.49076943647739063,0
5,2,0.10195985216539546,0.3031595755013486,0.1,0.4261614948350344,0
5,3,0.1652176792695191,0.1508663037082685,0.1,0.47938125204558724,0
5,4,0.19024540493626743,0.3256647650333872,0.1,0.4743527626417604,0
5,5,0.21400547149951452,0.33510280993070674,0.1,0.44828955830026007,0
5,6,0.2664759521012037,0.08173943171575476,0.1,0.3910867779922412,0
5,7,0.2833050283197204,0.15124300338302665,0.1,0.3923764365970263,0
5,8,0.33434596114513654,0.33838647901819163,0.1,0.32225997397998407,0
5,9,0.2695991655962785,0.5635616256451391,0.2,0.2854728030421233,0
5,10,0.33206818775649344,0.17733417553536107,0.2,0.28163832141465556,0
5,11,0.2756790461021822,0.1830446419482492,0.2,0.29726275936310886,0
5,12,0.4160330827764083,0.14616993327902336,0.2,0.30572962222886885,0
6,1,0.1452165724800925,0.5404907826746475,0.1,0.6149231189844304,0
6,2,0.1132725039171882,0.28413911856577007,0.1,0.4427438475567738,0
6,3,0.07968416153376875,0.12876724374531634,0.1,0.5386330018286982,0
6,4,0.16300655529402974,0.3459052377387791,0.1,0.4754030002932141,0
6,5,0.22192596469468814,0.42446891593357344,0.1,0.4167095426868193,0
6,6,0.3383273919969753,0.2822857856577212,0.1,0.3276925468303957,0
6,7,0.3159595123923221,0.11451755001956879,0.2,0.3820421280000733,0
6,8,0.34054879258408366,0.24720679593541348,0.2,0.19731858467813274,0
6,9,0.33321963159406764,0.02259021056083722,0.2,0.21402598833576048,0
7,1,0.018440224774584124,0.1573492340010501,0.1,0.5843651215861264,0
7,2,0.1552854156836112,0.22633523441642167,0.1,0.5394544835340249,0
7,3,0.33341630090539986,0.0920068210431336,0.1,0.43894855054760534,0
7,4,0.43345588348267833,0.27499288611272954,0.1,0.45101873528471703,0
7,5,0.4462447744994681,0.612801131819955,0.1,0.4281722530877125,0
7,6,0.42171204639097426,0.2569863644401788,0.1,0.32733837791145826,0
7,7,0.48234325910496156,0.15904781466699092,0.2,0.31981853420877476,1
7,8,0.6435027453643305,0.09738416620496174,0.2,0.3167155610264521,1
7,9,0.714820900040433,0.5945690369391003,0.2,0.19838686647110815,1
8,1,0.09703872073876323,0.12318559912734228,0.1,0.5299050543103325,0
8,2,0.19046377365554362,0.453415684995551,0.1,0.5457623157379417,0
8,3,0.0957754552110658,0.3465206601721492,0.1,0.43180433028256504,0
8,4,0.25771839590969947,0.41207773951749277,0.1,0.41490988971400605,0
8,5,0.19894741762875714,0.056901018088419075,0.1,0.3990359207048313,0
8,6,0.24813605477913286,0.5099818152082793,0.1,0.38791057876786716,0
8,7,0.23306148844813854,0.6229076238274699,0.1,0.3483957829049447,0
8,8,0.3455405426652438,0.14178193463106417,0.2,0.36785951365135566,0
8,9,0.22026558867621415,0.3216150299801649,0.2,0.3359524710135168,0
8,10,0.2869427820573586,0.08737292359381099,0.2,0.354377124269235,0
8,11,0.32796737892151284,0.3310707950687894,0.2,0.22332738264176377,0
9,1,0.19085940471743978,0.06696152756438149,0.1,0.5479183549093515,0
9,2,0.048612643423536175,0.233066554607762,0.1,0.5653416934874602,0
9,3,0.1944071869461225,0.03497046698601967,0.1,0.48767919644202923,0
9,4,0.18380893018871486,0.516862596996658,0.1,0.4809468078761378,0
9,5,0.1941131661632231,0.3666980040518771,0.1,0.47027204924923055,0
9,6,0.2523336495531978,0.09058988611331834,0.1,0.3244927766324209,0
9,7,0.2582127677670368,0.14338743196235013,0.1,0.29648981030669336,0
9,8,0.3059215235944581,0.14093829235227576,0.2,0.30976080425272123,0
9,9,0.23870394399254247,0.20058075434801959,0.2,0.33302152069946434,0
9,10,0.31892633076729904,0.2718354879408094,0.2,0.26004780817098366,0
9,11,0.326044841454401,0.4373517725352685,0.2,0.26570386119349,0
10,1,0.022705253116106494,0.39645667241251364,0.1,0.533653958913586,0
10,2,0.16053300256817613,0.5616532716538138,0.1,0.6112822104838322,0
10,3,0.15708441213543123,0.15067178874971948,0.1,0.5375529545278822,0
10,4,0.27625965299271366,0.13431363548498648,0.1,0.4394731614300949,0
10,5,0.31075803999902724,0.21930425568146444,0.1,0.38302193126081563,0
10,6,0.2369327713871866,0.12193619736015612,0.1,0.41946254227898255,0
10,7,0.29108202976588543,0.27984942792705586,0.1,0.4697895392639078,0
10,8,0.39025889542172604,0.5944142554079638,0.1,0.4853813875296342,0
10,9,0.4770333134866262,0.1199660531959114,0.1,0.5045856084746569,0
10,10,0.4787560550756608,0.20790228924258547,0.1,0.3433642517723827,0
10,11,0.5906730766608115,0.6381552760432855,0.1,0.405510732239601,0
10,12,0.5456566929749086,0.3740095038175209,0.2,0.3699807468706935,1
10,13,0.46964297292605545,0.42420700950603724,0.2,0.4188027082207558,1
10,14,0.6620786770736041,0.30074621033751925,0.2,0.2570911373592538,1
10,15,0.6492613299308243,0.2769959753949154,0.2,0.3810545289204673,1
10,16,0.7094165487786116,0.26092550992485075,0.2,0.21646687542470328,1
10,17,0.6924474061196535,0.1301806854368723,0.2,0.1606646244315961,1
11,1,0.19978506929499618,0.4201166744287561,0.1,0.5166483919654303,0
11,2,0.21723024523751788,0.22799615402536613,0.1,0.4794563727236232,0
11,3,0.2340446701494551,0.35762158878592465,0.1,0.48730211292946946,0
11,4,0.2685966958137313,0.2873066670641784,0.1,0.42636188327875457,0
11,5,0.32593794380672936,0.44366987698579063,0.1,0.34833394421814007,0
11,6,0.30690774233787443,0.2784401988681309,0.1,0.29135827834485306,0
11,7,0.46979669372154126,0.5418377556674394,0.1,0.3511160310294569,0
11,8,0.483686899748848,0.517836456827427,0.1,0.3684454905158979,0
11,9,0.637684551335054,0.2197101246877359,0.2,0.38006427874223947,1
11,10,0.5646367735024268,0.4690424910381148,0.2,0.3098876127218909,1
11,11,0.6639287957255902,0.2298168010026365,0.2,0.3124953000971433,1
11,12,0.650899029008485,0.07829061184138751,0.2,0.2915515928833987,1
12,1,0.08546217560629116,0.36382113295760127,0.1,0.5825618831226173,0
12,2,0.03481445204028684,0.04567635255440372,0.1,0.5574244065852538,0
12,3,0.15539563903433257,0.5561238448829258,0.1,0.5526811274760823,0
12,4,0.22107089834408697,0.3849423509006393,0.1,0.4897606144487686,0
12,5,0.15310998040196955,0.18998691963517234,0.1,0.45394292555563465,0
12,6,0.21217907104367015,0.06967102807342428,0.1,0.5558843935927572,0
12,7,0.17183080420585234,0.7126763888938008,0.1,0.40207009292523804,0
12,8,0.18005926643285441,0.3931583828532349,0.1,0.49316950554811556,0
12,9,0.30416802900463513,0.5946267803155458,0.1,0.3713556195367698,0
12,10,0.2530201165857814,0.09334582836949816,0.1,0.4148072629183342,0
12,11,0.2501512393861412,0.23645608011122796,0.1,0.45589911164487235,0
12,12,0.29195159233075246,0.36271730069876895,0.2,0.3962396083914459,0
12,13,0.3017569572279878,0.28473231830116963,0.2,0.3145680253979189,0
