conversation_id,turn,hazard,crisis_label
0,1,0.0,0
0,2,0.5449103517212788,0
0,3,0.0,0
0,4,0.0,0
0,5,0.0,0
0,6,0.0,0
0,7,0.021415800897221005,0
0,8,0.1485933568035984,0
1,1,0.0,0
1,2,0.5508232107291331,0
1,3,0.0,0
1,4,0.0,0
1,5,0.0,0
1,6,0.0,0
1,7,0.0,0
1,8,0.0,0
1,9,0.0,0
1,10,0.0,0
1,11,0.06084302353763649,0
1,12,0.33655178797068014,0
1,13,0.36660752049379464,0
1,14,0.34940387235174253,0
1,15,0.26610855620087626,0
2,1,0.0,0
2,2,0.584373524254955,0
2,3,0.0,0
2,4,0.0,0
2,5,0.0,0
2,6,0.0,0
2,7,0.010784555824856434,0
2,8,0.11721841330300131,0
2,9,0.28898744303116686,0
3,1,0.0,0
3,2,0.5764418607049556,0
3,3,0.0,0
3,4,0.0,0
3,5,0.0,0
3,6,0.0,0
3,7,0.0,0
3,8,0.0,0
3,9,0.06874652823685073,0
3,10,0.17844033669540896,0
3,11,0.23631900863949337,0
3,12,0.34216909754855973,0
3,13,0.25723138506949217,0
4,1,0.0,0
4,2,0.5646280239027304,0
4,3,0.0,0
4,4,0.0,0
4,5,0.0,0
4,6,0.0,0
4,7,0.0,0
4,8,0.0,0
4,9,0.19662743482549538,0
4,10,0.4001151425287171,0
4,11,0.2707422654864838,0
4,12,0.45047956377673154,1
4,13,0.42758542619990886,1
4,14,0.4978480808965018,1
4,15,0.46736012232599516,1
4,16,0.4629702009315671,1
4,17,0.6357567849012231,1
5,1,0.0,0
5,2,0.6590708041319724,0
5,3,0.0,0
5,4,0.0,0
5,5,0.0,0
5,6,0.0,0
5,7,0.0,0
5,8,0.0,0
5,9,0.08148843935838362,0
5,10,0.13168983450349622,0
5,11,0.15816648441069872,0
5,12,0.21173393720670067,0
6,1,0.0,0
6,2,0.645804921954581,0
6,3,0.0,0
6,4,0.0,0
6,5,0.0,0
6,6,0.0,0
6,7,0.0,0
6,8,0.10300151361807525,0
6,9,0.11463643179212915,0
7,1,0.0,0
7,2,0.56843641317278,0
7,3,0.0,0
7,4,0.0,0
7,5,0.0,0
7,6,0.02591676475563881,0
7,7,0.10884633819848438,1
7,8,0.23466402510470974,1
7,9,0.615541896401324,1
8,1,0.0,0
8,2,0.5633901474096467,0
8,3,0.0,0
8,4,0.0,0
8,5,0.0,0
8,6,0.0,0
8,7,0.036975945861616566,0
8,8,0.07819777483827811,0
8,9,0.18187741268900764,0
8,10,0.19401406296221912,0
8,11,0.40191691594043877,0
9,1,0.0,0
9,2,0.5477266452100318,0
9,3,0.0,0
9,4,0.0,0
9,5,0.0,0
9,6,0.0,0
9,7,0.0,0
9,8,0.005707902130550724,0
9,9,0.03419363009744153,0
9,10,0.18758506314457493,0
9,11,0.3280033263294121,0
10,1,0.0,0
10,2,0.5109742316129342,0
10,3,0.0,0
10,4,0.0,0
10,5,0.0,0
10,6,0.0,0
10,7,0.0,0
10,8,0.047551298259780994,0
10,9,0.11454306857670804,0
10,10,0.3510223130690107,0
10,11,0.4354861426098621,0
10,12,0.42923016614431553,1
10,13,0.38771329578922153,1
10,14,0.5652862306783873,1
10,15,0.4081503840106632,1
10,16,0.5862352066296691,1
10,17,0.5747376096503592,1
11,1,0.0,0
11,2,0.6164349018211015,0
11,3,0.0,0
11,4,0.0,0
11,5,0.0,0
11,6,0.0,0
11,7,0.04489303150185814,0
11,8,0.16568572472249604,0
11,9,0.2893053172120242,1
11,10,0.4701785856602809,1
11,11,0.4182900700592386,1
11,12,0.41979559380529513,1
12,1,0.0,0
12,2,0.554060474731797,0
12,3,0.0,0
12,4,0.0,0
12,5,0.0,0
12,6,0.0,0
12,7,0.0,0
12,8,0.0,0
12,9,0.17240971615886963,0
12,10,0.13766424228971408,0
12,11,0.14209719256572467,0
12,12,0.3068273146957547,0
12,13,0.3769706023480867,0
12,14,0.3562288753414404,0
12,15,0.47989026342323615,0
12,16,0.468415534189321,0
12,17,0.3992889733870542,0
13,1,0.0,0
13,2,0.6383929861458522,0
13,3,0.0,0
13,4,0.0,0
13,5,0.0,0
13,6,0.0,0
13,7,0.0,0
13,8,0.021704471040123408,0
13,9,0.05153158420700171,0
14,1,0.0,0
14,2,0.5935698613980291,0
14,3,0.0,0
14,4,0.0,0
14,5,0.0,0
14,6,0.0,0
14,7,0.0,0
14,8,0.0,0
14,9,0.09954577175767285,0
14,10,0.12841836749192798,0
14,11,0.201106591237038,0
14,12,0.343188169548565,0
14,13,0.3400649990270871,0
15,1,0.0,0
15,2,0.5782761207696998,0
15,3,0.0,0
15,4,0.0,0
15,5,0.0,0
15,6,0.0,0
15,7,0.0,0
15,8,0.11494984733531718,0
15,9,0.08029341228054437,0
15,10,0.339950489248394,0
15,11,0.33603616109359125,0
16,1,0.0,0
16,2,0.5924883868782123,0
16,3,0.0,0
16,4,0.0,0
16,5,0.0,0
16,6,0.004204512137937738,0
16,7,0.0,0
16,8,0.027081699456981523,0
16,9,0.26022169320647015,0
17,1,0.0,0
17,2,0.5603574580348796,0
17,3,0.0,0
17,4,0.0,0
17,5,0.0,0
17,6,0.0,0
17,7,0.0,0
17,8,0.0924918837503258,0
17,9,0.07897159678852561,0
17,10,0.36336382927977784,0
17,11,0.36183466627161665,0
17,12,0.37837689619250964,0
17,13,0.3194973416421163,0
18,1,0.0,0
18,2,0.5373013490829995,0
18,3,0.0,0
18,4,0.0,0
18,5,0.0,0
18,6,0.04504607115524484,0
18,7,0.16840135201935696,0
18,8,0.31750659476401744,1
18,9,0.4160913718586534,1
18,10,0.616512148001242,1
19,1,0.0,0
19,2,0.5050496891035796,0
19,3,0.0,0
19,4,0.0,0
19,5,0.0,0
19,6,0.0,0
19,7,0.0,0
19,8,0.07177861489055753,0
19,9,0.22964380213316704,0
19,10,0.2727236292984601,0
19,11,0.3117055064788661,0
19,12,0.35919257010911265,1
19,13,0.3559513153661885,1
19,14,0.5162567754141762,1
19,15,0.5390944122896459,1
19,16,0.44043490041926425,1
20,1,0.0,0
20,2,0.5690875033089606,0
20,3,0.0,0
20,4,0.0,0
20,5,0.0,0
20,6,0.0,0
20,7,0.006516785335449804,0
20,8,0.06754840178142135,0
20,9,0.3202024479386292,0
21,1,0.0,0
21,2,0.5615316595733402,0
21,3,0.0,0
21,4,0.0,0
21,5,0.0,0
21,6,0.0,0
21,7,0.0,0
21,8,0.0,0
21,9,0.006104860890339736,0
21,10,0.07908984682996484,0
21,11,0.08253905540011414,0
21,12,0.234670699559261,0
21,13,0.34080273861524163,0
21,14,0.30571916606654237,0
21,15,0.36299833616079946,0
22,1,0.0,0
22,2,0.523286060229468,0
22,3,0.0,0
22,4,0.0,0
22,5,0.0,0
22,6,0.0,0
22,7,0.0,0
22,8,0.10509646014545143,0
22,9,0.26294191373043585,1
22,10,0.2907915022123204,1
22,11,0.510725002004618,1
22,12,0.27320948622579033,1
23,1,0.0,0
23,2,0.5805717408745926,0
23,3,0.0,0
23,4,0.0,0
23,5,0.0,0
23,6,0.0,0
23,7,0.0,0
23,8,0.058656872560351736,0
23,9,0.17304722159857738,0
23,10,0.29488999595193394,0
23,11,0.35482548888633103,1
23,12,0.368826464193483,1
23,13,0.43183081483514596,1
23,14,0.4934332977719773,1
23,15,0.42104972633715954,1
24,1,0.0,0
24,2,0.5788437371809334,0
24,3,0.0,0
24,4,0.0,0
24,5,0.0,0
24,6,0.0,0
24,7,0.048155749573908946,0
24,8,0.07964604837066874,0
24,9,0.3116418324307133,1
24,10,0.36986658574495723,1
24,11,0.4114257977584171,1
24,12,0.4346563144467684,1
25,1,0.0,0
25,2,0.64913581245766,0
25,3,0.0,0
25,4,0.0,0
25,5,0.0,0
25,6,0.0,0
25,7,0.0,0
25,8,0.0,0
25,9,0.1382997484335418,0
25,10,0.3716584853212904,0
26,1,0.0,0
26,2,0.586206925610785,0
26,3,0.0,0
26,4,0.0,0
26,5,0.0,0
26,6,0.0,1
26,7,0.14339107211668906,1
26,8,0.38864991079105016,1
27,1,0.0,0
27,2,0.555280089865535,0
27,3,0.0,0
27,4,0.0,0
27,5,0.0,0
27,6,0.0,0
27,7,0.09046558276531164,0
27,8,0.2648416185864515,1
27,9,0.3591814159426791,1
27,10,0.4658746765032334,1
27,11,0.49899255750405613,1
28,1,0.0,0
28,2,0.6478801830566008,0
28,3,0.0,0
28,4,0.0,0
28,5,0.0,0
28,6,0.0,0
28,7,0.014259353065206815,0
28,8,0.08167350254278707,0
29,1,0.0,0
29,2,0.5444857174686575,0
29,3,0.0,0
29,4,0.0,0
29,5,0.0,0
29,6,0.0,0
29,7,0.0,0
29,8,0.0,0
29,9,0.0,0
29,10,0.01691500737748336,0
29,11,0.009846474011181161,0
29,12,0.3626932204108107,0
29,13,0.24477784362392468,0
29,14,0.33765945068918424,0
29,15,0.31651292974763434,0
29,16,0.4286443550771869,0
29,17,0.38851578879520093,0
30,1,0.0,0
30,2,0.4888671637312072,0
30,3,0.0,0
30,4,0.0,0
30,5,0.0,0
30,6,0.0,0
30,7,0.0,0
30,8,0.0,0
30,9,0.24304997799941175,0
30,10,0.2838742408290108,0
30,11,0.27771010264215673,0
30,12,0.2768774757335347,0
30,13,0.3954230415264589,0
30,14,0.3318349605876565,0
31,1,0.0,0
31,2,0.5833729461329401,0
31,3,0.0,0
31,4,0.0,0
31,5,0.0,0
31,6,0.0,0
31,7,0.0,0
31,8,0.0,0
31,9,0.038798485151063544,0
31,10,0.15069278842057487,0
31,11,0.2811772994840859,0
31,12,0.23824019867807067,0
31,13,0.38769309998929025,0
32,1,0.0,0
32,2,0.569203849931581,0
32,3,0.0,0
32,4,0.0,0
32,5,0.0,0
32,6,0.0,0
32,7,0.03972259557022487,0
32,8,0.04152124832864629,1
32,9,0.32646602285361925,1
32,10,0.35063460978670996,1
32,11,0.6043198175412885,1
33,1,0.0,0
33,2,0.5526345218857052,0
33,3,0.0,0
33,4,0.0,0
33,5,0.0,0
33,6,0.0,0
33,7,0.021469438376864325,0
33,8,0.1516432351211685,0
33,9,0.2608983364060463,0
34,1,0.0,0
34,2,0.5216340855375188,0
34,3,0.0,0
34,4,0.0,0
34,5,0.0,0
34,6,0.0,0
34,7,0.006612208393478147,0
34,8,0.07273709798859873,0
34,9,0.308059752225654,0
34,10,0.3724288001555772,0
34,11,0.41668703861428813,0
35,1,0.0,0
35,2,0.5177341749618981,0
35,3,0.0,0
35,4,0.0,0
35,5,0.0,0
35,6,0.0,0
35,7,0.05610160092438138,0
35,8,0.20138286656883408,0
35,9,0.27225302921839356,0
35,10,0.4235781440668084,0
35,11,0.3132038113647109,0
35,12,0.3409077058693646,0
35,13,0.4588113440184841,0
36,1,0.0,0
36,2,0.6209981653317671,0
36,3,0.0,0
36,4,0.0,0
36,5,0.0,0
36,6,0.0,0
36,7,0.0,0
36,8,0.018423608427767413,0
36,9,0.1634444380460966,0
37,1,0.0,0
37,2,0.5331302586278442,0
37,3,0.0,0
37,4,0.0,0
37,5,0.0,0
37,6,0.0,0
37,7,0.0,0
37,8,0.0,0
37,9,0.09170565330841651,0
37,10,0.27552404317080254,0
37,11,0.47314896018131275,0
37,12,0.3703692690168469,1
37,13,0.44015416936877166,1
37,14,0.3800795611254144,1
37,15,0.5355710778807011,1
37,16,0.6408466576330424,1
37,17,0.5300453160756694,1
38,1,0.0,0
38,2,0.5830757783313593,0
38,3,0.0,0
38,4,0.0,0
38,5,0.0,0
38,6,0.0,0
38,7,0.0,0
38,8,0.0,0
38,9,0.0,0
38,10,0.1607276101670202,0
38,11,0.22444644678739284,0
38,12,0.38836630996406674,0
38,13,0.3226213585558625,0
38,14,0.3903424773484784,0
38,15,0.35141502122468016,0
39,1,0.0,0
39,2,0.6036114268422894,0
39,3,0.0,0
39,4,0.0,0
39,5,0.0,0
39,6,0.0,0
39,7,0.019124451725518132,0
39,8,0.14844463899007707,1
39,9,0.4316470396655916,1
39,10,0.5539729510761938,1
39,11,0.40455958344393417,1
40,1,0.0,0
40,2,0.5547510708562967,0
40,3,0.0,0
40,4,0.0,0
40,5,0.0,0
40,6,0.0,0
40,7,0.0,0
40,8,0.06459742850205491,0
40,9,0.2954280598408343,0
40,10,0.4645254500323846,0
41,1,0.0,0
41,2,0.6012384638852852,0
41,3,0.0,0
41,4,0.0,0
41,5,0.0,0
41,6,0.0,0
41,7,0.0,0
41,8,0.0,0
41,9,0.10415461255414588,0
41,10,0.14407656597131252,0
42,1,0.0,0
42,2,0.5973639792280203,0
42,3,0.0,0
42,4,0.0,0
42,5,0.0,0
42,6,0.0,0
42,7,0.0,0
42,8,0.0,0
42,9,0.17445450291998438,0
42,10,0.2389286978891646,1
42,11,0.4075656864531082,1
42,12,0.4928594868371055,1
42,13,0.3400606370905564,1
43,1,0.0,0
43,2,0.5793295891734915,0
43,3,0.0,0
43,4,0.0,0
43,5,0.0,0
43,6,0.0,0
43,7,0.0,0
43,8,0.025353976709018067,0
43,9,0.11247300805684873,0
43,10,0.2595329313259919,0
43,11,0.2997425346631476,0
43,12,0.36033786025380193,1
43,13,0.347504044119902,1
43,14,0.47375524195111984,1
43,15,0.5494224785865149,1
43,16,0.4420466548881231,1
44,1,0.0,0
44,2,0.6384287966493006,0
44,3,0.0,0
44,4,0.0,0
44,5,0.0,0
44,6,0.0,0
44,7,0.0933975173925668,1
44,8,0.20582731220416026,1
44,9,0.3560402885128714,1
45,1,0.0,0
45,2,0.5750893987900836,0
45,3,0.0,0
45,4,0.0,0
45,5,0.0,0
45,6,0.0,0
45,7,0.0,0
45,8,0.0,0
45,9,0.0,0
45,10,0.05139284575182068,0
45,11,0.153185868410409,0
45,12,0.2553302328549768,0
45,13,0.36737923435365355,0
45,14,0.39770693530718126,0
45,15,0.47507377236700266,0
46,1,0.0,0
46,2,0.5740407239719061,0
46,3,0.0,0
46,4,0.0,0
46,5,0.0,0
46,6,0.0,0
46,7,0.11990911615637795,0
46,8,0.23271934769431274,0
47,1,0.0,0
47,2,0.5588435347112746,0
47,3,0.0,0
47,4,0.0,0
47,5,0.0,0
47,6,0.0,0
47,7,0.0,0
47,8,0.0,0
47,9,0.04246582318029141,0
47,10,0.03797345528180568,0
47,11,0.22540123683002514,0
47,12,0.3654198807875412,0
47,13,0.26138182644616553,0
47,14,0.2918814385110653,0
47,15,0.36549425312645195,0
48,1,0.0,0
48,2,0.6034758901885354,0
48,3,0.0,0
48,4,0.0,0
48,5,0.0,0
48,6,0.0,0
48,7,0.0,0
48,8,0.13660965933505204,0
48,9,0.12000246426801525,0
48,10,0.26812681372207736,0
48,11,0.28199300286922174,0
49,1,0.0,0
49,2,0.625911085644179,0
49,3,0.0,0
49,4,0.0,0
49,5,0.0,0
49,6,0.0,0
49,7,0.0,0
49,8,0.04288505940818843,0
49,9,0.05229522091839328,0
49,10,0.26648907497155,1
49,11,0.41067300500405324,1
49,12,0.412942765397167,1
49,13,0.37008662927627123,1
49,14,0.458695337841705,1
